Geneid	persister_1	persister_2	persister_3	control_1	control_2	control_3
SAOUHSC_02186	0	0	0	0	0	0
SAOUHSC_02187	0	0	0	0	0	0
SAOUHSC_02188	0	0	0	0	0	0
SAOUHSC_02189	0	0	0	0	0	0
SAOUHSC_02190	0	0	0	0	0	0
SAOUHSC_02191	0	0	0	0	0	0
SAOUHSC_02193	0	0	0	0	0	0
SAOUHSC_02194	0	0	0	0	0	0
SAOUHSC_02195	0	0	0	0	0	0
SAOUHSC_02196	0	0	0	0	0	0
SAOUHSC_02197	0	0	0	0	0	0
SAOUHSC_02198	0	0	0	0	0	0
SAOUHSC_02199	0	0	0	0	0	0
SAOUHSC_02200	0	0	0	0	0	0
SAOUHSC_A02094	0	0	0	0	0	0
SAOUHSC_02202	0	0	0	0	0	0
SAOUHSC_02203	0	0	0	0	0	0
SAOUHSC_02204	0	0	0	0	0	0
SAOUHSC_02205	0	0	0	0	0	0
SAOUHSC_02206	0	0	0	0	0	0
SAOUHSC_02207	0	0	0	0	0	0
SAOUHSC_02208	0	0	0	0	0	0
SAOUHSC_02209	0	0	0	0	0	0
SAOUHSC_02210	0	0	0	0	0	0
SAOUHSC_02211	0	0	0	0	0	0
SAOUHSC_02212	0	0	0	0	0	0
SAOUHSC_02213	0	0	0	0	0	0
SAOUHSC_02214	0	0	0	0	0	0
SAOUHSC_02215	0	0	0	0	0	0
SAOUHSC_02216	0	0	0	0	0	0
SAOUHSC_02217	0	0	0	0	0	0
SAOUHSC_02218	0	0	0	0	0	0
SAOUHSC_02219	0	0	0	0	0	0
SAOUHSC_02220	0	0	0	0	0	0
SAOUHSC_02221	0	0	0	0	0	0
SAOUHSC_02222	0	0	0	0	0	0
SAOUHSC_02223	0	0	0	0	0	0
SAOUHSC_02224	0	0	0	0	0	0
SAOUHSC_02225	0	0	0	0	0	0
SAOUHSC_02226	0	0	0	0	0	0
SAOUHSC_02227	0	0	0	0	0	0
SAOUHSC_02228	0	0	0	0	0	0
SAOUHSC_02229	0	0	0	0	0	0
SAOUHSC_02231	0	0	0	0	0	0
SAOUHSC_02232	0	0	0	0	0	0
SAOUHSC_02233	0	0	0	0	0	0
SAOUHSC_02234	0	0	0	0	0	0
SAOUHSC_02235	0	0	0	0	0	0
SAOUHSC_02236	0	0	0	0	0	0
SAOUHSC_02237	0	0	0	0	0	0
SAOUHSC_02238	0	0	0	0	0	0
SAOUHSC_02239	0	0	0	0	0	0
SAOUHSC_02240	22793	13500	10694	37028	28068	7005
SAOUHSC_02241	3082	1600	1643	4636	7429	776
SAOUHSC_02243	1750	1051	1006	3753	7950	473
SAOUHSC_02244	7253	4992	4743	7715	9742	2077
SAOUHSC_02245	441	197	299	91	89	8
SAOUHSC_02246	114	60	61	62	90	2
SAOUHSC_02247	1314	887	838	1913	2819	387
SAOUHSC_02248	2643	2015	1955	2319	2684	237
SAOUHSC_02249	907	777	753	1153	1814	206
SAOUHSC_02250	1348	1480	984	274	138	20
SAOUHSC_02251	610	533	427	75	59	3
SAOUHSC_02252	84	54	48	25	10	0
SAOUHSC_02254	136151	123509	98874	24134	5081	499
SAOUHSC_02255	21481	21521	16207	3977	736	104
SAOUHSC_02256	673	365	491	1235	1275	75
SAOUHSC_02257	5464	3314	5519	3843	7205	3102
SAOUHSC_02258	7751	5957	6055	1605	1986	124
SAOUHSC_02259	9170	6332	7243	2775	3850	248
SAOUHSC_02260	256236	139309	160854	7227	4702	83
SAOUHSC_02261	25232	17800	19728	30822	24347	4657
SAOUHSC_02262	11717	7415	9525	14431	7592	740
SAOUHSC_02264	65338	44357	48964	61936	31821	8191
SAOUHSC_02265	56412	41062	41458	42539	23497	4411
SAOUHSC_02266	163	119	97	147	73	20
SAOUHSC_02267	3911	2756	2292	2952	3264	748
SAOUHSC_02268	4068	3240	2385	3835	5220	1099
SAOUHSC_02269	1315	1196	632	3516	4215	377
SAOUHSC_02270	70	45	48	126	89	12
SAOUHSC_02271	352	272	258	59	61	12
SAOUHSC_02272	570	377	390	152	125	26
SAOUHSC_02273	5039	3996	3145	7749	8383	1668
SAOUHSC_02274	1365	853	771	3207	4370	522
SAOUHSC_02275	155	74	89	70	134	6
SAOUHSC_02276	694	474	471	780	939	37
SAOUHSC_02277	4677	3312	3330	2049	1928	685
SAOUHSC_02278	729	546	576	453	732	43
SAOUHSC_02279	1209	876	782	1060	1044	95
SAOUHSC_02280	604	468	435	756	1255	53
SAOUHSC_A02169	3	2	2	1	2	0
SAOUHSC_02281	682	754	411	11418	12434	5409
SAOUHSC_02282	1074	925	554	18014	18226	6585
SAOUHSC_02283	117	96	60	2275	1579	664
SAOUHSC_02284	674	567	379	13823	14716	2666
SAOUHSC_02285	1500	1051	720	21395	20256	5475
SAOUHSC_02286	873	672	443	12898	16356	3710
SAOUHSC_02287	1424	1022	818	17569	18296	10000
SAOUHSC_02288	661	364	331	6694	7974	1583
SAOUHSC_02289	1326	805	655	12687	10572	1850
SAOUHSC_02290	372	221	203	47	25	0
SAOUHSC_R00014	7	4	0	5	1	3
SAOUHSC_R0009	1714	1893	734	1411	1015	2497
SAOUHSC_R0004	416	221	82	537	324	1116
SAOUHSC_T00025	1046	441	397	249	116	152
SAOUHSC_T00034	67	70	56	40	91	7
SAOUHSC_02294	1	3	4	2	0	1
SAOUHSC_02296	6308	4593	6736	1951	2471	303
SAOUHSC_02297	18735	13963	19911	6111	7333	1151
SAOUHSC_02298	31225	26662	29784	19470	32070	4817
SAOUHSC_02299	7330	6352	7097	7024	11581	1474
SAOUHSC_02300	3994	3298	3380	4912	4927	571
SAOUHSC_02301	5965	4813	5390	8384	9615	886
SAOUHSC_02302	2740	2234	2378	4824	6880	629
SAOUHSC_A02189	5	3	5	11	8	0
SAOUHSC_02303	3297	2804	2465	7754	9370	3713
SAOUHSC_02304	702	600	477	1792	1357	103
SAOUHSC_02305	5206	3909	4348	4734	4518	907
SAOUHSC_02306	1379	1136	1130	1328	1898	188
SAOUHSC_02307	924	735	757	909	1093	90
SAOUHSC_02308	3387	2475	2735	3800	4554	924
SAOUHSC_02309	377	280	364	668	888	33
SAOUHSC_02310	1417	1175	1129	1611	3380	1064
SAOUHSC_02311	2942	2342	2568	4479	11861	2679
SAOUHSC_02312	1131	905	1153	3427	9088	1027
SAOUHSC_02313	40	21	42	23	26	3
SAOUHSC_02314	3404	2589	2526	25935	54475	4027
SAOUHSC_02315	1334	892	995	2757	6714	576
SAOUHSC_02316	75197	58039	76560	33758	22584	9201
SAOUHSC_02317	11536	8196	9327	10873	12973	2072
SAOUHSC_02318	6982	5863	5706	9448	11143	1609
SAOUHSC_02319	2427	1667	1344	3914	3264	489
SAOUHSC_02320	6451	6167	4554	7198	8245	694
SAOUHSC_02321	1180	862	1205	474	641	52
SAOUHSC_02322	1269	888	1117	591	641	46
SAOUHSC_02323	2216	2079	1772	5022	5867	913
SAOUHSC_02324	1038	880	773	1930	1544	272
SAOUHSC_02325	33	20	18	3	3	2
SAOUHSC_02326	13	18	14	4	12	2
SAOUHSC_02327	18229	15854	13824	23508	25457	4764
SAOUHSC_02328	329	219	236	169	159	56
SAOUHSC_02329	259	188	163	164	168	47
SAOUHSC_02330	199	198	150	151	204	38
SAOUHSC_02331	178	123	106	148	188	11
SAOUHSC_02332	11	14	5	22	27	8
SAOUHSC_02333	221	141	152	79	52	18
SAOUHSC_02334	565	351	387	487	499	58
SAOUHSC_02335	525	365	334	1682	2460	253
SAOUHSC_02336	5943	6226	4507	9622	12658	2961
SAOUHSC_02337	16580	18166	13429	27361	33479	8548
SAOUHSC_02338	1263	1465	1169	2602	2975	71
SAOUHSC_02339	16	22	9	20	29	5
SAOUHSC_02340	11187	9103	7786	19205	27740	7994
SAOUHSC_02341	29995	25044	20603	51390	66277	33124
SAOUHSC_02343	16514	14282	12367	31124	47265	7685
SAOUHSC_02345	23214	22101	16162	44841	53917	17972
SAOUHSC_02346	7752	6952	5835	14715	22410	2889
SAOUHSC_02347	9141	8655	6345	18006	19831	7891
SAOUHSC_02349	6028	6121	4140	12576	20872	6801
SAOUHSC_02350	11336	10678	7811	25637	30548	6478
SAOUHSC_02351	6280	4987	4438	13913	18559	992
SAOUHSC_02352	16176	13325	10285	31067	33844	9950
SAOUHSC_02353	7631	6276	4713	15667	13895	3456
SAOUHSC_02354	19684	16995	12641	42828	45670	18917
SAOUHSC_02355	6505	5617	4216	15561	22030	13528
SAOUHSC_02356	781	615	729	606	880	74
SAOUHSC_02357	1150	923	907	1283	1494	204
SAOUHSC_02358	7146	6231	6422	6168	5519	1080
SAOUHSC_02359	7423	6337	6833	5474	5494	1347
SAOUHSC_02360	3775	3273	3424	2398	2241	234
SAOUHSC_02361	54753	40269	41910	18055	11335	2612
SAOUHSC_02362	18136	17380	17699	21005	23222	3422
SAOUHSC_02363	15795	15022	11724	30803	37693	14127
SAOUHSC_02364	45430	35987	41365	6589	8079	730
SAOUHSC_02365	43566	39805	41318	12281	16543	2175
SAOUHSC_02366	31678	23982	25770	29176	22073	5884
SAOUHSC_02367	783	552	514	1342	1248	85
SAOUHSC_02368	6502	6318	5531	10513	12896	2882
SAOUHSC_02369	12681	9158	10235	8189	10140	939
SAOUHSC_02370	1244	1096	859	1887	1254	216
SAOUHSC_A02254	32	29	45	45	60	4
SAOUHSC_02371	2049	2088	1707	2000	2254	552
SAOUHSC_02372	6394	5376	5556	4655	4973	547
SAOUHSC_02373	2861	2811	2253	2871	3916	486
SAOUHSC_02374	1772	2187	1492	2727	3802	781
SAOUHSC_02375	1407	1182	847	3393	4700	922
SAOUHSC_02376	29209	20851	20636	3696	3463	392
SAOUHSC_02377	74938	62725	60511	10171	15288	2924
SAOUHSC_02378	16	12	15	1	0	0
SAOUHSC_02379	18743	15983	12924	4839	6152	2558
SAOUHSC_02380	1272	1136	613	6580	6397	931
SAOUHSC_02381	503044	360145	359904	12977	10781	1537
SAOUHSC_02382	601	572	358	1809	3349	255
SAOUHSC_02383	5149	4071	3748	6655	8866	539
SAOUHSC_02384	771	656	554	987	1351	159
SAOUHSC_02385	1650	1455	1200	3938	6407	740
SAOUHSC_02386	238	223	214	649	1075	33
SAOUHSC_02387	895	1011	700	5183	8204	2680
SAOUHSC_02388	2220	2673	2026	302	397	23
SAOUHSC_02389	9055	9643	8201	1541	1772	153
SAOUHSC_02390	6102	4975	4500	14411	20633	1015
SAOUHSC_02391	4632	3697	1976	12619	6265	4030
SAOUHSC_02392	174	115	149	317	665	40
SAOUHSC_02393	294	197	221	1119	1729	130
SAOUHSC_02394	2	1	6	1	0	0
SAOUHSC_A02273	4	5	4	0	1	0
SAOUHSC_02396	2645	2090	1604	3747	4934	786
SAOUHSC_02397	1014	902	788	1646	2765	602
SAOUHSC_02399	17604	12251	11494	9363	9944	1279
SAOUHSC_02400	2056	2528	1619	5154	2221	520
SAOUHSC_02401	2206	3189	1711	6564	8159	1474
SAOUHSC_02402	725	967	533	2799	3157	1844
SAOUHSC_02403	1810	2331	1215	6524	6982	1194
SAOUHSC_02404	5696	3841	3952	1569	1638	265
SAOUHSC_02405	12153	8759	9802	7922	8985	1632
SAOUHSC_02406	4533	3465	3782	3007	2719	224
SAOUHSC_02407	3842	3093	3029	3223	3370	245
SAOUHSC_02409	2016	2154	1009	6500	11451	1546
SAOUHSC_02410	542	369	331	691	573	27
SAOUHSC_02411	40	42	21	24	44	12
SAOUHSC_T00037	10	11	4	1	1	2
SAOUHSC_02412	0	0	0	0	0	0
SAOUHSC_T00017	0	0	0	0	0	0
SAOUHSC_T00058	362	285	247	123	53	82
SAOUHSC_T00061	395	433	397	83	67	29
SAOUHSC_T00020	30	19	11	11	2	15
SAOUHSC_T00010	124	94	92	78	25	53
SAOUHSC_R00015	2	1	0	1	1	5
SAOUHSC_R00010	1772	1878	768	1353	1112	2456
SAOUHSC_T00029	3295	780	1533	532	562	437
SAOUHSC_R0005	330	174	56	351	211	810
SAOUHSC_02416	22	3	18	7	4	1
SAOUHSC_02417	7244	5458	6497	5165	5908	1353
SAOUHSC_02418	6317	4866	5917	4383	5629	705
SAOUHSC_02419	1129	677	1207	1215	1500	49
SAOUHSC_02420	4182	3015	4158	1642	1627	210
SAOUHSC_02422	5688	4705	4662	3868	3408	387
SAOUHSC_02423	16150	14205	14410	10326	9727	2001
SAOUHSC_02424	5453	4602	4387	3922	3916	195
SAOUHSC_02425	13768	15172	7973	20772	23115	1974
SAOUHSC_02426	15674	8476	17774	667	1530	367
SAOUHSC_02427	3723	2432	2836	1003	1345	175
SAOUHSC_02428	2693	1962	2042	813	1231	156
SAOUHSC_02430	12316	7109	9921	3137	4200	201
SAOUHSC_02432	13	14	13	4	3	0
SAOUHSC_02433	1375	1043	945	2001	1807	212
SAOUHSC_02434	2994	2658	2186	4747	5239	1869
SAOUHSC_02435	590	366	351	301	498	35
SAOUHSC_02436	4521	3171	4385	2091	2695	243
SAOUHSC_02437	107	67	78	28	23	1
SAOUHSC_02438	72	51	42	21	29	4
SAOUHSC_02440	46	19	28	12	8	2
SAOUHSC_02441	98788	100667	61999	379727	522685	81016
SAOUHSC_02442	14528	15522	10395	70575	86272	70809
SAOUHSC_02443	37458	46257	24919	171256	244418	33860
SAOUHSC_02444	8365	11008	6485	45501	51593	12633
SAOUHSC_02445	1820	1281	1196	1528	1781	653
SAOUHSC_02447	6111	4638	2783	5677	5844	1637
SAOUHSC_02448	1291	1082	731	2143	2861	318
SAOUHSC_02449	2879	2191	1591	477	471	144
SAOUHSC_02450	1363	1391	753	204	165	66
SAOUHSC_02451	277	299	146	14	34	11
SAOUHSC_02452	641	725	327	40	36	8
SAOUHSC_02453	648	738	327	37	40	13
SAOUHSC_02454	314	384	186	23	16	0
SAOUHSC_02455	317	331	192	14	10	4
SAOUHSC_02456	1606	1074	956	2281	2853	298
SAOUHSC_02457	1733	1205	1013	1218	1290	309
SAOUHSC_A02331	15	8	7	6	7	0
SAOUHSC_02458	112	74	96	202	375	35
SAOUHSC_02459	31	10	31	85	196	4
SAOUHSC_02460	2026	1392	1153	2941	3800	459
SAOUHSC_02461	428	261	227	918	1084	47
SAOUHSC_02462	16	9	16	10	28	0
SAOUHSC_02463	1387	921	978	808	1154	156
SAOUHSC_02464	1105	872	762	1057	1618	265
SAOUHSC_02465	564	494	340	882	967	99
SAOUHSC_02466	5946	5911	2894	7716	6513	3000
SAOUHSC_02467	1098	699	740	688	459	69
SAOUHSC_02468	1753	1193	1239	1114	1046	275
SAOUHSC_02469	61	27	23	23	38	5
SAOUHSC_02470	123	107	78	586	903	133
SAOUHSC_02471	1919	1458	1920	1350	2537	317
SAOUHSC_02472	1830	1415	1606	2037	2480	238
SAOUHSC_02473	0	0	0	0	0	0
SAOUHSC_02474	2163	1693	1567	2041	3568	710
SAOUHSC_02475	346	324	364	458	1041	50
SAOUHSC_02476	227	155	173	401	636	75
SAOUHSC_A02350	7	3	5	0	0	0
SAOUHSC_02477	52747	48170	38554	32225	27692	15493
SAOUHSC_02478	40819	44443	35613	20881	24566	2945
SAOUHSC_02480	2940	2747	2192	3141	3795	499
SAOUHSC_02481	1690	1534	1237	2087	2605	501
SAOUHSC_02482	2399	2245	1796	3600	4403	561
SAOUHSC_02483	1481	1433	968	3029	3962	959
SAOUHSC_02484	34580	28640	26174	19186	16525	5709
SAOUHSC_02485	115248	99144	95560	68236	78833	23738
SAOUHSC_02486	35734	32738	25601	22619	18516	8646
SAOUHSC_02487	35836	32598	28113	22608	37948	11135
SAOUHSC_02488	15826	14236	16886	10137	30820	3111
SAOUHSC_02489	22144	19004	16560	13361	15828	1799
SAOUHSC_02490	77683	69057	63402	52553	59627	20267
SAOUHSC_02491	120995	105007	91586	87591	123007	23094
SAOUHSC_02492	37302	32804	26047	29254	26961	24014
SAOUHSC_02493	23802	20615	20655	15450	31127	3077
SAOUHSC_02494	56631	50048	42404	39188	52503	31899
SAOUHSC_02495	41975	36033	34838	28329	57332	7096
SAOUHSC_02496	45060	39749	32006	29677	28349	5471
SAOUHSC_02498	44591	33241	35041	27199	46753	6919
SAOUHSC_02499	23581	18213	17790	13646	23846	2438
SAOUHSC_02500	55416	44800	40530	32357	52291	10691
SAOUHSC_02501	43714	37355	35870	25172	47205	9940
SAOUHSC_02502	48213	38787	33048	25773	33650	12139
SAOUHSC_02503	30602	26242	24222	18355	28715	2285
SAOUHSC_02504	16700	13435	13234	9254	15167	1720
SAOUHSC_02505	46399	40337	31843	25481	32819	15549
SAOUHSC_02506	70275	60299	50254	38534	51294	16593
SAOUHSC_02507	28811	24888	21324	16391	35961	9918
SAOUHSC_02508	44218	36793	31990	23704	41998	9650
SAOUHSC_02509	106630	90563	77606	77016	98077	70364
SAOUHSC_02510	21233	17262	15293	14495	21958	4430
SAOUHSC_02511	50439	44299	37076	32902	43171	22395
SAOUHSC_02512	60795	51178	46508	37912	53774	24906
SAOUHSC_02515	676	400	431	1110	2405	61
SAOUHSC_02516	40874	23916	44829	7242	6626	1160
SAOUHSC_02517	6852	4896	6848	4473	5973	1425
SAOUHSC_02518	18	3	37	7	20	3
SAOUHSC_02519	1299	846	1116	1787	2797	175
SAOUHSC_02520	3378	2618	2383	4541	6866	1840
SAOUHSC_02521	7	8	14	5	8	0
SAOUHSC_02522	1652	992	1405	1022	1408	76
SAOUHSC_02523	225	167	146	377	278	13
SAOUHSC_02524	2890	1717	2686	1793	2231	239
SAOUHSC_02525	9923	7761	7939	10370	15041	3047
SAOUHSC_02527	6798	4822	5419	6635	8564	1845
SAOUHSC_02528	85	32	63	369	516	21
SAOUHSC_02529	906	719	806	1588	2502	373
SAOUHSC_02530	1703	1027	2276	136	178	3
SAOUHSC_02531	5764	3032	6817	331	337	29
SAOUHSC_02532	6629	3601	7078	653	751	37
SAOUHSC_02533	19	5	9	2	0	0
SAOUHSC_02534	204	140	137	130	128	147
SAOUHSC_02535	55	36	34	42	39	1
SAOUHSC_02536	4669	3258	2838	4546	5629	1178
SAOUHSC_02537	1295	1014	773	1637	1558	553
SAOUHSC_02538	397	324	201	345	255	149
SAOUHSC_02540	1118	868	893	1037	2015	188
SAOUHSC_02541	1100	807	863	851	1602	205
SAOUHSC_02542	2436	1768	1772	1713	2351	824
SAOUHSC_02543	2365	1941	1870	2599	3262	396
SAOUHSC_02544	1022	754	663	762	922	303
SAOUHSC_02545	1483	1113	894	1513	1904	363
SAOUHSC_02546	1790	1212	1306	1156	1409	445
SAOUHSC_02547	1750	1134	1182	1571	1795	185
SAOUHSC_02549	1237	862	846	1543	2343	227
SAOUHSC_02550	3073	2065	1605	2511	1324	144
SAOUHSC_02551	2003	1432	1293	841	796	120
SAOUHSC_02552	591	498	474	402	549	94
SAOUHSC_02553	485	421	342	467	782	101
SAOUHSC_02554	7306	6047	5427	5604	9762	1292
SAOUHSC_02555	552	363	359	242	371	115
SAOUHSC_02556	606	463	494	428	869	272
SAOUHSC_02557	1741	897	1313	243	217	31
SAOUHSC_02558	208	102	126	11	13	7
SAOUHSC_02559	471	306	376	28	27	7
SAOUHSC_02561	2857	1796	1737	399	343	173
SAOUHSC_02562	1019	580	644	193	202	34
SAOUHSC_02563	1342	711	938	236	297	30
SAOUHSC_02564	1913	1166	1325	396	472	48
SAOUHSC_02565	3194	1685	2272	560	581	50
SAOUHSC_02566	34596	15524	30947	16897	18240	2460
SAOUHSC_02567	1	0	0	1	0	0
SAOUHSC_02568	3357	2195	2814	3054	5245	601
SAOUHSC_02569	1451	943	1489	2367	3709	682
SAOUHSC_02570	2652	1984	2118	7382	9614	1208
SAOUHSC_02571	15211	18054	20096	2554	1874	608
SAOUHSC_02572	20304	16637	13707	49365	64257	9458
SAOUHSC_02573	1993	1888	1477	12775	19838	6317
SAOUHSC_02574	1970	1595	1461	12118	14679	2972
SAOUHSC_02575	324	231	228	1409	1166	86
SAOUHSC_02576	1016	1113	1174	1214	1429	348
SAOUHSC_A02445	27	21	23	29	13	5
SAOUHSC_02577	5672	4411	3470	10370	14780	3208
SAOUHSC_02579	4037	3006	3579	2571	2896	626
SAOUHSC_02580	3905	2988	3175	4600	5600	976
SAOUHSC_A02450	127	61	149	372	622	12
SAOUHSC_02581	9187	6959	6472	13053	16280	2705
SAOUHSC_02582	40759	35848	29540	64267	74688	19599
SAOUHSC_02583	13919	11475	12006	6094	9114	2553
SAOUHSC_02584	1991	2674	1280	2529	3260	391
SAOUHSC_02585	3880	3010	2935	3372	6050	429
SAOUHSC_02586	246	160	201	77	127	15
SAOUHSC_02587	469	245	264	1177	1355	88
SAOUHSC_02588	50	23	19	32	36	7
SAOUHSC_02589	14718	10732	10888	7764	8651	659
SAOUHSC_02590	8001	7516	7257	15733	19935	4762
SAOUHSC_02591	650	382	417	1149	1744	52
SAOUHSC_02592	538	410	352	950	1370	206
SAOUHSC_02593	255	236	167	867	1131	62
SAOUHSC_02594	695	545	433	2440	5026	476
SAOUHSC_02595	230	147	150	2732	4714	230
SAOUHSC_02596	240	193	204	418	505	19
SAOUHSC_02597	1959	1647	1177	3456	4464	714
SAOUHSC_02599	252	165	160	722	781	52
SAOUHSC_02600	2055	1534	1317	3344	6083	1072
SAOUHSC_02601	906	733	667	2757	3613	1120
SAOUHSC_02602	102	59	61	24	31	5
SAOUHSC_02603	176	94	111	664	1006	92
SAOUHSC_02604	5641	4864	3579	19895	25197	13436
SAOUHSC_02605	935	689	648	1676	2843	785
SAOUHSC_02606	3041	2057	1964	843	1113	274
SAOUHSC_02607	2527	1909	1778	514	765	291
SAOUHSC_02608	366	248	189	426	537	22
SAOUHSC_02609	48	33	32	38	38	2
SAOUHSC_02610	5795	5809	3642	13976	16260	9425
SAOUHSC_02611	2804	1784	2127	4361	5079	494
SAOUHSC_02612	1215	912	681	2492	2702	491
SAOUHSC_02613	766	560	413	1685	1561	150
SAOUHSC_A02483	12	7	14	29	18	5
SAOUHSC_02614	2441	2000	1682	3137	4677	600
SAOUHSC_02615	925	819	704	1631	3025	603
SAOUHSC_02616	5	4	6	13	6	0
SAOUHSC_02618	1718	1109	1274	845	1103	71
SAOUHSC_02619	392	275	298	197	225	7
SAOUHSC_02620	4904	3370	5109	569	784	76
SAOUHSC_02621	370	226	199	338	344	244
SAOUHSC_02622	1127	931	962	697	517	103
SAOUHSC_02623	5484	4170	4269	4719	5773	1379
SAOUHSC_02624	1578	1216	1246	2060	2208	134
SAOUHSC_02625	902	626	543	1382	2114	103
SAOUHSC_02626	1139	885	736	2116	3476	529
SAOUHSC_02627	1884	1209	1128	3342	3867	1155
SAOUHSC_02628	2770	1979	2031	3084	3040	365
SAOUHSC_02629	14502	22984	14224	23447	32710	6802
SAOUHSC_02630	5479	8375	4833	8276	13455	1823
SAOUHSC_02631	469	217	266	1088	1060	73
SAOUHSC_02632	177	126	128	366	756	133
SAOUHSC_02633	324	364	288	913	1346	154
SAOUHSC_02634	10	9	10	5	5	2
SAOUHSC_02635	5983	4060	4869	3087	4541	303
SAOUHSC_A02503	47	18	19	32	29	0
SAOUHSC_02636	7121	4870	5126	4966	4893	1019
SAOUHSC_02637	4714	3245	4249	4159	5343	597
SAOUHSC_02638	614	483	305	2042	3338	401
SAOUHSC_A02505	74	68	55	29	58	63
SAOUHSC_02639	17	15	13	76	95	7
SAOUHSC_02640	801	513	502	175	212	21
SAOUHSC_02641	461	337	345	116	98	12
SAOUHSC_02643	679	506	593	668	822	127
SAOUHSC_02644	3312	2326	2814	1870	1990	190
SAOUHSC_02645	1345	3299	921	27465	7303	210
SAOUHSC_02646	2020	4888	1234	28222	6646	562
SAOUHSC_02647	7553	5393	4664	4608	5662	1846
SAOUHSC_02648	11469	8242	9807	27572	31376	5647
SAOUHSC_02649	4163	3323	2962	3480	3927	406
SAOUHSC_02650	8170	7768	5456	22469	39402	4006
SAOUHSC_02651	369	260	231	892	1278	212
SAOUHSC_02652	1192	855	673	1709	2991	867
SAOUHSC_02653	227	177	103	235	385	207
SAOUHSC_02654	705	432	316	652	999	147
SAOUHSC_02655	1	0	1	1	0	0
SAOUHSC_02656	1835	1237	1279	1833	2560	837
SAOUHSC_02657	42	14	20	13	16	0
SAOUHSC_02658	1309	1015	951	1121	2124	180
SAOUHSC_02659	18373	12715	15363	3022	4202	143
SAOUHSC_02660	26002	17297	22728	4301	4720	239
SAOUHSC_02661	7522	6810	4809	545	278	43
SAOUHSC_02662	835	912	573	53	69	18
SAOUHSC_02663	646	572	343	1673	3228	207
SAOUHSC_02664	4528	3157	3905	3736	4812	287
SAOUHSC_02665	6614	6054	4467	15090	15124	1849
SAOUHSC_02666	868	618	628	2084	2583	154
SAOUHSC_02667	19619	15467	16867	16547	23433	3940
SAOUHSC_02668	289	196	184	1166	1369	50
SAOUHSC_02669	5005	3554	3579	7304	9774	492
SAOUHSC_02670	5030	3578	4288	3379	4336	211
SAOUHSC_02671	970	805	733	1232	5596	364
SAOUHSC_02672	274	172	206	148	184	13
SAOUHSC_02673	86	50	56	39	55	11
SAOUHSC_02674	552	349	488	285	477	30
SAOUHSC_02675	2141	1407	1522	1415	2015	222
SAOUHSC_02676	3797	2985	2992	3437	5155	761
SAOUHSC_02677	1626	1246	1276	1954	2810	280
SAOUHSC_02678	706	554	505	1123	1532	101
SAOUHSC_02679	159	83	83	407	647	45
SAOUHSC_02680	529	344	306	1542	2152	524
SAOUHSC_02681	808	487	379	2047	2796	560
SAOUHSC_02682	1326	947	883	1552	3054	581
SAOUHSC_02683	169	142	124	296	616	204
SAOUHSC_02684	933	743	711	1301	2494	443
SAOUHSC_02685	116	86	87	85	240	44
SAOUHSC_02686	529	362	333	609	1165	153
SAOUHSC_02687	1162	980	818	3674	4713	464
SAOUHSC_02688	9	5	13	54	142	17
SAOUHSC_02689	115	89	88	468	516	37
SAOUHSC_02690	21139	12811	13376	2440	4217	482
SAOUHSC_02691	6661	5243	4822	1974	2140	289
SAOUHSC_02692	3402	2696	2406	1012	1713	71
SAOUHSC_02693	47	24	25	39	18	2
SAOUHSC_02694	2407	1828	1956	2738	4376	210
SAOUHSC_02695	697	605	600	1127	1232	134
SAOUHSC_02696	2778	1861	2385	524	564	42
SAOUHSC_02697	45230	30874	36766	9114	14844	4567
SAOUHSC_02698	22547	15286	18309	5763	9243	2883
SAOUHSC_02699	18414	11241	15338	4581	8489	1513
SAOUHSC_02700	4762	4637	4175	6301	12381	967
SAOUHSC_02701	95	72	70	98	165	3
SAOUHSC_02702	4663	1815	1201	131	172	8
SAOUHSC_02703	7710	5545	4504	14543	20185	2137
SAOUHSC_02704	2760	1891	2302	2179	2469	237
SAOUHSC_02705	14	8	18	36	73	4
SAOUHSC_02706	26038	24076	16649	31423	47540	2650
SAOUHSC_02707	56	44	32	26	22	3
SAOUHSC_02708	5783	3798	2091	12860	21334	1043
SAOUHSC_02709	12269	8352	5167	15059	21850	989
SAOUHSC_02710	14349	10244	5735	11970	15652	1043
SAOUHSC_02711	155	72	111	71	84	6
SAOUHSC_02712	376	239	263	237	454	51
SAOUHSC_02713	366	209	229	288	375	39
SAOUHSC_02714	280	183	194	184	284	44
SAOUHSC_02715	225	117	126	80	63	11
SAOUHSC_02716	77	61	48	28	21	3
SAOUHSC_A02577	2	1	4	4	3	0
SAOUHSC_02717	3	2	2	0	1	1
SAOUHSC_02718	747	344	463	224	414	32
SAOUHSC_02719	281	170	219	140	174	38
SAOUHSC_02720	0	1	1	4	1	1
SAOUHSC_02721	6485	4498	3202	4550	1787	731
SAOUHSC_02722	895	625	750	1025	829	90
SAOUHSC_02723	19755	18359	19717	4575	4077	1747
SAOUHSC_02724	40726	38139	45138	8115	9817	918
SAOUHSC_02725	4076	3482	2730	11785	12991	2550
SAOUHSC_02726	240	243	191	431	759	243
SAOUHSC_02727	2341	1691	851	4419	5990	1567
SAOUHSC_02728	716	420	416	433	926	62
SAOUHSC_02729	1695	2112	1285	4759	7045	892
